car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki Ciaz ZXI+,575000.0,65000,Petrol,Thane,2015
Maruti Suzuki Alto K10 LXi,190000.0,60028,Petrol,Delhi,2012
Mercedes-Benz CLA 200 CDI Sport,2950000.0,37300,Diesel,Bangalore,2018
Hyundai Creta 1.6 SX Plus AT Petrol,1125000.0,32143,Petrol,Mumbai,2018
Hyundai Elite i20 Asta 1.2 [2016-2017],645000.0,55669,Petrol,Chennai,2016
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],405000.0,72757,Petrol,Delhi,2016
Honda City SV CVT,875000.0,56000,Petrol,Ahmedabad,2017
Maruti Suzuki Swift VXi ABS,326000.0,70244,Petrol,Kolkata,2013
BMW X1 sDrive20d xLine,2145000.0,46595,Diesel,Delhi,2018
Maruti Suzuki XL6 Zeta MT Petrol,951000.0,20703,Petrol,Ahmedabad,2020
Tata Harrier XZ [2019-2020],1465000.0,47579,Diesel,Mumbai,2019
BMW X1 sDrive20d xLine,2800000.0,31000,Diesel,Kolkata,2019
Mercedes-Benz GLE 350 d,5800000.0,31300,Diesel,Ahmedabad,2019
Ford EcoSport Titanium+ 1.5L TDCi Black Edition,750000.0,52157,Diesel,Hyderabad,2016
Mahindra XUV500 W6 AT,950000.0,91000,Diesel,Ahmedabad,2016
Audi A6 2.0 TDI Premium,2100000.0,69631,Diesel,Hyderabad,2013
Hyundai i20 Active 1.2 S,611000.0,32036,Petrol,Mumbai,2018
Mercedes-Benz AMG GLA35 4MATIC,6450000.0,2000,Petrol,Chennai,2022
Hyundai Elite i20 Asta 1.2,600000.0,22621,Petrol,Kolkata,2018
Honda City VX,625000.0,45000,Petrol,Thane,2015
Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,1126000.0,33423,Petrol,Pune,2019
Hyundai i10 1.1L iRDE Magna Special Edition,350000.0,31500,Petrol,Ahmedabad,2015
Hyundai Creta SX Plus 1.6  Petrol,925000.0,51000,Petrol,Thane,2017
Renault Duster 85 PS RXS 4X2 MT Diesel,978999.0,39030,Diesel,Bangalore,2018
Mercedes-Benz C-Class C 200 Avantgarde Edition,3056000.0,27236,Petrol,Bangalore,2018
Maruti Suzuki Celerio VXi,357000.0,24063,Petrol,Kolkata,2015
Volkswagen Polo Highline1.2L (P),521000.0,59819,Petrol,Mumbai,2015
Renault Kwid 1.0 RXT Opt,438999.0,8297,Petrol,Delhi,2019
Maruti Suzuki Dzire ZXi AMT,735000.0,32740,Petrol,Pune,2017
BMW 5 Series 520d Luxury Line [2017-2019],4599000.0,34500,Diesel,Ahmedabad,2020
Kia Sonet GTX Plus 1.5 [2020-2021],1419000.0,25007,Diesel,Pune,2020
Maruti Suzuki Ignis Sigma 1.2 MT,488999.0,38944,Petrol,Chennai,2019
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],405000.0,72757,Petrol,Delhi,2016
Volkswagen Vento Trendline Petrol,350000.0,101740,Petrol,Hyderabad,2010
Maruti Suzuki Celerio ZXi AMT [2019-2020],599000.0,9130,Petrol,Pune,2019
Honda Jazz V AT Petrol,675000.0,48650,Petrol,Mumbai,2017
Hyundai Creta 1.6 SX Plus AT Petrol,1028999.0,40314,Petrol,Pune,2016
Volvo XC90 D5 AWD,2287000.0,30800,Diesel,Ahmedabad,2015
Maruti Suzuki Alto 800 Lxi CNG,345000.0,33000,CNG,Noida,2019
Hyundai Elite i20 Sportz 1.2 [2016-2017],790000.0,54000,Petrol,Hyderabad,2019
Honda City V,844999.0,22500,Petrol,Thane,2018
Toyota Glanza G CVT,849000.0,29866,Petrol,Bangalore,2020
Ford Aspire Titanium 1.2 Ti-VCT,535000.0,65000,Petrol,Noida,2017
Ford EcoSport Titanium 1.0 Ecoboost (Opt),475000.0,78822,Petrol,Faridabad,2014
Volkswagen Taigun GT Plus 1.5 TSI DSG,1648999.0,9792,Petrol,Ahmedabad,2021
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],569000.0,64774,Petrol,Bangalore,2016
Toyota Fortuner 2.8 4x2 MT [2016-2020],3375000.0,31283,Diesel,Bangalore,2018
Skoda Rapid Ambition 1.6 MPI AT,1082000.0,10713,Petrol,Delhi,2020
Maruti Suzuki Baleno Zeta 1.2,699000.0,13127,Petrol,Kolkata,2021
Maruti Suzuki Wagon R 1.0 VXI AMT,425000.0,50000,Petrol,Thane,2016
Maruti Suzuki Alto 800 Lxi,325000.0,35340,Petrol,Pune,2018
Honda Jazz V AT Petrol,651000.0,27654,Petrol,Mumbai,2017
Hyundai Santro Sportz CNG [2018-2020],523000.0,40067,CNG,Pune,2018
Maruti Suzuki Baleno Delta 1.2,548000.0,50899,Petrol,Delhi,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],459999.0,52000,Petrol,Thane,2017
Honda City S Petrol,695000.0,51292,Petrol,Thane,2017
Hyundai Elite i20 Magna Executive 1.2,519000.0,19905,Petrol,Kolkata,2017
Tata Nano Twist XT,110000.0,18000,Petrol,Ahmedabad,2015
Maruti Suzuki Ertiga VXI CNG,1140000.0,28715,CNG,Thane,2021
Maruti Suzuki Ertiga Vxi CNG,721000.0,69161,CNG,Mumbai,2015
Maruti Suzuki S-Cross Zeta 1.3,886999.0,54571,Diesel,Pune,2017
Honda City VX CVT,775000.0,25000,Petrol,Thane,2016
Honda City VX,875000.0,24259,Petrol,Kolkata,2019
Maruti Suzuki Alto 800 Lxi,295000.0,30233,Petrol,Pune,2015
Mahindra Thar LX Hard Top Diesel AT,1750000.0,21000,Diesel,Delhi,2021
Maruti Suzuki Ertiga VXI CNG,825000.0,51000,CNG,Thane,2017
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],450000.0,23137,Petrol,Thane,2016
Land Rover Discovery Sport HSE,2600000.0,159070,Diesel,Hyderabad,2015
Maruti Suzuki Dzire VDi AMT,645000.0,52328,Diesel,Noida,2018
Maruti Suzuki Baleno RS 1.0,666000.0,35849,Petrol,Pune,2017
Hyundai Venue SX 1.0 Petrol [2019-2020],1066000.0,24783,Petrol,Bangalore,2020
Maruti Suzuki Ciaz VXi,500000.0,27346,Petrol,Kolkata,2016
Hyundai i10 Magna 1.2 Kappa2,349000.0,75619,Petrol,Chennai,2014
Hyundai i10 Magna 1.2 Kappa2,245000.0,54000,Petrol,Kolkata,2013
Nissan Sunny XE,295000.0,58000,Petrol,Noida,2012
Jeep Wrangler Rubicon,6500000.0,27340,Petrol,Hyderabad,2021
Maruti Suzuki Swift VXi AMT,630000.0,17000,Petrol,Pallikarnai,2020
Volkswagen Vento Highline 1.5 (D) AT,790000.0,111139,Diesel,Mumbai,2018
Hyundai Elantra 1.6 SX (O) AT,1875000.0,40916,Diesel,Pune,2018
Honda WR-V VX MT Diesel,950000.0,120463,Diesel,Thiruvallur,2018
Honda BR-V VX Diesel,799000.0,94197,Diesel,Thane,2017
Maruti Suzuki Swift DZire VXI,424000.0,76859,Petrol,Pune,2014
Honda City S Petrol,725000.0,33000,Petrol,Ahmedabad,2017
Maruti Suzuki Baleno Delta 1.2,596000.0,17286,Petrol,Kolkata,2018
Mercedes-Benz GLA 220 d 4MATIC,2850000.0,40484,Diesel,Bangalore,2017
Tata Tiago Revotorq XZ Plus,540000.0,70450,Diesel,Ahmedabad,2020
Honda City V,840000.0,45074,Petrol,Kolkata,2019
Hyundai Elite i20 Asta 1.4 CRDI,695000.0,101000,Diesel,Thane,2015
BMW 7 Series 760Li,5900000.0,22000,Petrol,Ahmedabad,2016
Hyundai i20 Sportz 1.2 BS-IV,345000.0,69000,Petrol,Mumbai,2012
Maruti Suzuki Dzire VXi AMT,696000.0,14895,Petrol,Pune,2018
Tata Tiago XZ Plus CNG,810000.0,11444,CNG,Delhi,2022
Tata Tiago Revotron XE [2016-2019],413999.0,32120,Petrol,Delhi,2018
Toyota Fortuner 2.8 4x4 AT [2016-2020],3300000.0,64300,Diesel,Ahmedabad,2019
Tata Harrier XZA Plus,2200000.0,30503,Diesel,Thane,2021
Honda City SV Petrol [2019-2020],825000.0,62042,Petrol,Ahmedabad,2019
Mahindra TUV300 T8,745000.0,122924,Diesel,Hyderabad,2017
Ford EcoSport Titanium 1.5L Ti-VCT AT,690000.0,37000,Petrol,Ahmedabad,2016
Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),1925000.0,23402,Petrol,Bangalore,2021
Audi A4 35 TFSI Premium Sunroof,1725000.0,35000,Petrol,Mumbai,2015
Hyundai Elite i20 Asta 1.2 (O) [2016],639000.0,38657,Petrol,Pune,2017
Maruti Suzuki Wagon R 1.0 VXI AMT,445000.0,64000,Petrol,Hyderabad,2016
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],509999.0,35094,Petrol,Pune,2018
Toyota Glanza G,730000.0,18000,Petrol,Thiruvallur,2021
Nissan Magnite XE,670000.0,18503,Petrol,Pune,2021
Ford EcoSport Titanium 1.5 Ti-VCT AT,825000.0,30000,Petrol,Delhi,2018
Honda Jazz ZX CVT,842000.0,33197,Petrol,Chennai,2020
Land Rover Range Rover Velar 2.0 R-Dynamic Petrol 250,7700000.0,39800,Petrol,Thane,2019
Ford EcoSport Titanium + 1.5L TDCi,690000.0,83000,Diesel,Ahmedabad,2016
BMW 3 Series GT 320d Luxury Line [2014-2016],3600000.0,3600000,Diesel,Pune,2019
Maruti Suzuki Swift ZXi Plus,715000.0,24783,Petrol,Kolkata,2021
Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],815000.0,55000,Diesel,Thane,2017
Hyundai Santro Sportz [2018-2020],554000.0,11844,Petrol,Pune,2019
Jeep Compass Limited (O) 2.0 Diesel 4x4 [2017-2020],1695000.0,37430,Diesel,Hyderabad,2017
Mahindra XUV500 W8,878999.0,81682,Diesel,Bangalore,2013
Hyundai Xcent S 1.2,490000.0,32700,Petrol,Ahmedabad,2014
Honda WR-V VX MT Petrol,1019000.0,23795,Petrol,Chennai,2021
Maruti Suzuki Swift DZire ZXI,518000.0,37188,Petrol,Pune,2015
Maruti Suzuki Alto K10 VXi [2014-2019],379000.0,27044,Petrol,Bangalore,2017
Hyundai Elite i20 Sportz 1.4 CRDI [2016-2017],660000.0,52451,Diesel,Hyderabad,2016
MG Hector Sharp 1.5 Petrol Turbo DCT,1648999.0,35200,Petrol,Bangalore,2020
Hyundai Elite i20 Sportz 1.2,849000.0,30490,Petrol,Bangalore,2019
Maruti Suzuki Celerio ZXi AMT [2019-2020],500000.0,65000,Petrol,Thane,2019
Maruti Suzuki Alto 800 LXi CNG (O),349000.0,36427,CNG,Mumbai,2017
Hyundai Santro Sportz,589000.0,47873,Petrol,Pune,2020
Mahindra XUV500 W10,865000.0,116000,Diesel,Noida,2015
Volkswagen Taigun Topline 1.0 TSI AT,1789999.0,11321,Petrol,Thane,2022
Hyundai Creta E Plus 1.6 Petrol,930000.0,12000,Petrol,Thane,2018
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],695000.0,23671,Petrol,Bangalore,2018
Maruti Suzuki SX4 ZXi,160000.0,58000,Petrol,Kolkata,2009
Honda Amaze 1.2 V CVT Petrol [2018-2020],665000.0,38868,Petrol,Delhi,2018
Honda City VX CVT,795000.0,33613,Petrol,Mumbai,2016
Audi Q3 35 TDI Premium + Sunroof,2050000.0,90246,Diesel,Ahmedabad,2016
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,500000.0,58005,Petrol,Thane,2018
Toyota Yaris V MT,980000.0,44000,Petrol,Hyderabad,2018
Maruti Suzuki Swift VXi AMT,704000.0,28151,Petrol,Delhi,2019
Hyundai Creta 1.6 E Petrol,745000.0,59233,Petrol,Noida,2015
Hyundai Grand i10 Era 1.1 CRDi [2016-2017],500000.0,34000,Diesel,Thiruvallur,2017
Maruti Suzuki Baleno Alpha 1.2,610000.0,47500,Petrol,Thane,2017
Honda City 1.5 V MT,325000.0,82000,Petrol,Thane,2010
Toyota Fortuner Legender 4X2 AT 2.8 Legender,4850000.0,28000,Diesel,Pune,2021
Toyota Etios Cross 1.2 G,434999.0,32545,Petrol,Kolkata,2015
Honda City V,653000.0,82852,Petrol,Delhi,2014
Ford EcoSport Titanium 1.5 TDCi,599000.0,56615,Diesel,Thane,2015
Kia Seltos GTX Plus AT 1.4 [2019-2020],1490000.0,57600,Petrol,Chennai,2019
Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],620000.0,30704,Diesel,Hyderabad,2018
BMW X5 xDrive 30d,4790000.0,60000,Diesel,Pune,2017
Maruti Suzuki Baleno Delta 1.2,527000.0,14813,Petrol,Delhi,2016
Fiat Punto Active 1.3,350000.0,85451,Diesel,Hyderabad,2014
Renault Kwid CLIMBER 1.0 AMT [2017-2019],425000.0,39736,Petrol,Mumbai,2017
Mercedes-Benz C-Class C 220 CDI Avantgarde,2878000.0,31283,Diesel,Bangalore,2016
Honda City SV CVT,615000.0,69000,Petrol,Thane,2015
Maruti Suzuki XL6 Zeta AT Petrol,1290000.0,14222,Petrol,Ahmedabad,2022
Honda City 1.5 S MT,345000.0,63000,Petrol,Mumbai,2011
Volkswagen Polo Comfortline 1.2L (D),290000.0,57261,Diesel,Kolkata,2013
Skoda Rapid Ambition 1.6 MPI AT,1013000.0,14049,Petrol,Kolkata,2020
Hyundai Eon Era +,295000.0,75000,Petrol,Ahmedabad,2016
Maruti Suzuki S-Presso VXi Plus,476000.0,66,Petrol,Delhi,2021
Maruti Suzuki Dzire VDi,785000.0,91000,Diesel,Hyderabad,2018
Maruti Suzuki Ritz VXI BS-IV,235000.0,39900,Petrol,Thane,2011
Hyundai Creta SX (O) 1.5 Petrol CVT [2020-2022],1925000.0,9355,Petrol,Thane,2022
Maruti Suzuki Baleno Zeta 1.2 AT,700000.0,55000,Petrol,Thiruvallur,2018
Volkswagen Taigun Highline 1.0 TSI AT,1748999.0,16777,Petrol,Bangalore,2021
Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],2449000.0,55627,Diesel,Bangalore,2018
Maruti Suzuki Ertiga ZXi,595000.0,67590,Petrol,Mumbai,2014
Nissan Micra Active XV,325000.0,16937,Petrol,Kolkata,2017
Honda City V,875000.0,36000,Petrol,Mumbai,2018
Honda Amaze 1.2 VX MT Petrol [2018-2020],857000.0,7702,Petrol,Pune,2022
Maruti Suzuki S-Presso VXi Plus,454000.0,50729,Petrol,Pune,2020
BMW 3 Series 330i Sport Line,2250000.0,63000,Petrol,Ahmedabad,2018
MINI Cooper Countryman Cooper D,1475000.0,46251,Diesel,Ahmedabad,2014
Hyundai Verna 1.4 VTVT,590000.0,67000,Petrol,Ahmedabad,2016
Mercedes-Benz CLA 200 CDI Sport,2500000.0,52295,Diesel,Hyderabad,2016
Maruti Suzuki Alto 800 Lxi,292000.0,52460,Petrol,Pune,2015
Hyundai i20 Asta 1.2,430000.0,41429,Petrol,Pune,2012
Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],1825000.0,28449,Petrol,Mumbai,2019
Hyundai Santro Sportz [2018-2020],526000.0,57588,Petrol,Pune,2019
Mercedes-Benz CLA 200 CDI Sport,1648999.0,51500,Diesel,Kolkata,2015
Maruti Suzuki Wagon R 1.0 VXI AMT,490000.0,53830,Petrol,Ahmedabad,2018
Toyota Innova 2.5 G4 8 STR,425000.0,120000,Diesel,Thane,2009
Tata Indica V2 DLE BS-III,,50000,Diesel,Pallikarnai,2007
Maruti Suzuki Alto 800 Lxi,310000.0,68000,Petrol,Hyderabad,2015
Maruti Suzuki Baleno Zeta,655000.0,22772,Petrol,Kolkata,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],465000.0,22407,Petrol,Mumbai,2017
Hyundai Elite i20 Sportz 1.2 (O),630000.0,61546,Petrol,Pune,2018
Hyundai i20 Magna 1.2,310000.0,68000,Petrol,Noida,2012
Honda City SV CVT,690000.0,45000,Petrol,Ahmedabad,2015
MG Astor Sharp 1.5 CVT,1685000.0,4946,Petrol,Thane,2021
Maruti Suzuki Wagon R 1.0 VXI,463999.0,13889,Petrol,Pune,2017
Jeep Compass Limited 1.4 Petrol AT [2017-2020],1692000.0,23409,Petrol,Pune,2019
Toyota Fortuner 2.8 4x2 AT [2016-2020],3250000.0,82000,Diesel,Hyderabad,2017
Maruti Suzuki Celerio VXi,415000.0,40900,Petrol,Bangalore,2014
Mercedes-Benz A-Class A 200d,2295000.0,8368,Diesel,Bangalore,2017
Toyota Fortuner 3.0 4x2 AT,1648999.0,107281,Diesel,Bangalore,2012
Maruti Suzuki Swift VXi ABS,340000.0,51595,Petrol,Delhi,2013
Renault Kwid 1.0 RXT [2016-2019],459999.0,22541,Petrol,Bangalore,2018
Mercedes-Benz GLC 220 d Sport,4400000.0,46000,Diesel,Pune,2018
Maruti Suzuki Wagon R 1.0 VXI,359000.0,20728,Petrol,Kolkata,2016
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],595000.0,44868,Petrol,Bangalore,2019
Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,733000.0,18631,Petrol,Pune,2019
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],1889999.0,48969,Diesel,Thane,2018
Toyota Innova Crysta ZX 2.4 7 STR,3350000.0,42000,Diesel,Hyderabad,2022
Maruti Suzuki Wagon R ZXi 1.2,649000.0,9011,Petrol,Bangalore,2021
Honda City VX CVT,950000.0,77116,Petrol,Hyderabad,2015
Honda City Anniversary Edition Diesel,819999.0,26500,Diesel + 1,Ambattur,2018
Hyundai Creta SX Plus 1.6  Petrol,1137000.0,22872,Petrol,Bangalore,2017
Volvo V40 D3 Kinetic,1600000.0,30000,Diesel,Ahmedabad,2016
Hyundai Elite i20  Asta 1.2 AT,750000.0,33647,Petrol,Thane,2018
Maruti Suzuki Alto 800 Vxi,223000.0,27233,Petrol,Kolkata,2014
Hyundai Creta SX (O) 1.5 Petrol CVT [2020-2022],1725000.0,28374,Petrol,Thane,2021
Mahindra Scorpio S6 Plus 1.99 Intelli-Hybrid,894999.0,80500,Diesel,Delhi,2017
Volkswagen Polo GT TSI,944999.0,41417,Petrol,Bangalore,2017
Maruti Suzuki Alto 800 Vxi,267000.0,23377,Petrol,Delhi,2015
Hyundai Elite i20 Asta 1.4 (O) CRDi,850000.0,75126,Diesel,Hyderabad,2018
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],949000.0,16700,Petrol,Ahmedabad,2020
Honda WR-V VX MT Petrol,699000.0,27429,Petrol,Kolkata,2019
Renault Kwid RXL [2015-2019],295000.0,40000,Petrol,Noida,2018
Ford Figo Duratorq Diesel Titanium 1.4,475000.0,50945,Diesel,Hyderabad,2015
Maruti Suzuki Swift VXi [2014-2017],650000.0,9500,Petrol,Thane,2019
Honda Civic 1.8V MT,235000.0,107551,Petrol,Mumbai,2009
Mahindra XUV700 AX 7 Diesel AT 7 STR,2800000.0,2100,Diesel,Ahmedabad,2022
Maruti Suzuki Swift VXi,327000.0,40110,Petrol,Kolkata,2012
Honda Brio E MT,370000.0,60000,Petrol,Pallikarnai,2013
Honda CR-V 2.4 AT,1251000.0,74009,Petrol,Mumbai,2015
BMW 3 Series 330i M Sport Edition,4750000.0,13900,Petrol,Ahmedabad,2020
BMW X5 xDrive 30d,4800000.0,28000,Diesel,Ahmedabad,2017
Maruti Suzuki S-Presso VXi,450000.0,11537,Petrol,Ahmedabad,2020
Toyota Glanza V CVT,985000.0,15928,Petrol,Bangalore,2021
Mahindra Alturas G4 4WD AT [2018-2020],2145000.0,40180,Diesel,Kolkata,2019
Renault Duster 85 PS RxL,850000.0,22601,Diesel,Hyderabad,2018
BMW 3 Series GT 320d Sport Line [2014-2016],2750000.0,99000,Diesel,Hyderabad,2016
Maruti Suzuki Ignis Alpha 1.2 MT,712000.0,10658,Petrol,Pune,2020
Maruti Suzuki Celerio VXi (O) CNG,556000.0,75044,CNG,Pune,2020
Ford EcoSport Signature Edition Diesel,1019999.0,52000,Diesel,Thane,2019
Maruti Suzuki Ciaz Zeta 1.4 MT,875000.0,43999,Petrol,Bangalore,2018
Honda Jazz VX Petrol,570000.0,92270,Petrol,Mumbai,2017
Maruti Suzuki Swift DZire VXI,370000.0,77000,Petrol,Thane,2012
Audi Q3 35 TDI Premium Plus + Sunroof,1500000.0,148108,Diesel,Ahmedabad,2015
Maruti Suzuki Wagon R 1.0 VXI,407000.0,39876,Petrol,Pune,2016
Jaguar XF 2.2 Diesel Luxury,1950000.0,67534,Diesel,Ahmedabad,2014
Maruti Suzuki Alto 800 Lxi CNG,330000.0,75430,CNG,Pune,2015
Maruti Suzuki Alto K10 VXi,420000.0,20000,Petrol + 1,Thiruvallur,2022
Maruti Suzuki Vitara Brezza ZDi Plus AGS,1150000.0,32000,Diesel,Bangalore,2019
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],535000.0,29000,Petrol,Hyderabad,2016
Hyundai i20 Active 1.2 S,645000.0,60273,Petrol,Hyderabad,2016
Honda Amaze 1.2 S i-VTEC,450000.0,57000,Petrol,Thane,2015
Tata Nexon XZ Plus (O),1065000.0,3280,Petrol,Thane,2022
Audi Q7 Technology 55 TFSI,9300000.0,6500,Petrol,Pune,2022
Toyota Fortuner 2.8 4x2 AT [2016-2020],3250000.0,51000,Diesel,Mumbai,2018
Toyota Corolla Altis JS Petrol,645000.0,90293,Petrol,Mumbai,2015
Maruti Suzuki Swift DZire ZXI,395000.0,36000,Petrol,Thane,2013
Mercedes-Benz E-Class E250 CDI Avantgarde,2200000.0,39000,Diesel,Ahmedabad,2014
BMW 5 Series 520d Luxury Line [2017-2019],5195000.0,25234,Diesel,Hyderabad,2019
Hyundai i10 Magna 1.2 Kappa2,349000.0,75619,Petrol,Chennai,2014
Skoda Kodiaq L&K 2.0 TDI 4x4 AT,3260000.0,61213,Diesel,Hyderabad,2019
Renault Kwid RXT [2015-2019],446000.0,36904,Petrol,Pune,2021
Maruti Suzuki Swift VXi [2014-2017],542000.0,16304,Petrol,Kolkata,2018
Skoda Octavia Elegance 1.8 TSI AT,944999.0,43000,Petrol,Mumbai,2015
Tata Nexon XZA Plus (S),1225000.0,20763,Petrol,Faridabad,2021
Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],475000.0,38500,CNG,Thane,2016
Mahindra Thar CRDe 4x4 Non AC,730000.0,41535,Diesel,Hyderabad,2017
Maruti Suzuki Baleno Alpha 1.2,731000.0,24645,Petrol,Thane,2019
BMW X5 xDrive 30d M Sport,5300000.0,48213,Diesel,Mumbai,2018
BMW X5 xDrive30d xLine,4250000.0,80000,Diesel,Thane,2017
Audi Q3 2.0 TDI quattro Premium Plus,1513000.0,79000,Diesel,Ahmedabad,2015
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],1155000.0,32031,Petrol,Mumbai,2021
Hyundai i10 Sportz 1.2 AT Kappa2,295000.0,65002,Petrol,Thane,2013
Mahindra XUV300 W8 1.5 Diesel,1574000.0,39300,Diesel,Pune,2021
Renault Kwid 1.0 RXT AMT Opt [2016-2019],495000.0,25332,Petrol,Bangalore,2016
Maruti Suzuki Alto 800 Lxi,298000.0,24456,Petrol,Pune,2016
Hyundai Grand i10 Asta 1.2 Kappa VTVT,521000.0,32491,Petrol,Chennai,2017
Hyundai Elite i20 Sportz 1.2,645000.0,12593,Petrol,Mumbai,2018
Hyundai Santro Sportz [2018-2020],550000.0,34267,Petrol,Pune,2019
Maruti Suzuki Celerio ZXi AMT ABS,482000.0,29855,Petrol,Delhi,2016
Hyundai i20 Active 1.2 S,550000.0,15367,Petrol,Thane,2015
Hyundai Venue S 1.0 Petrol [2019-2020],894999.0,14667,Petrol,Kolkata,2019
Hyundai Verna 1.6 VTVT S,549000.0,41990,Petrol,Kolkata,2016
Hyundai Creta 1.6 SX,1425000.0,59000,Diesel,Hyderabad,2018
Hyundai Xcent S 1.1 CRDi (O),350000.0,48000,Diesel,Kolkata,2015
Maruti Suzuki Celerio ZXi AMT [2017-2019],560000.0,17542,Petrol,Bangalore,2018
Skoda Rapid Ambition 1.6 MPI AT,899000.0,57702,Petrol,Bangalore,2018
Honda City 1.5 S AT,620000.0,42408,Petrol,Hyderabad,2013
Renault Triber RXZ EASY-R AMT,750000.0,19784,Petrol,Mumbai,2020
Honda City VX CVT,599000.0,51000,Petrol,Kolkata,2016
Renault Duster 85 PS Base 4X2 MT Diesel,861999.0,75795,Diesel,Bangalore,2018
Toyota Innova Crysta ZX 2.4 AT 7 STR,3250000.0,22562,Diesel,Hyderabad,2021
Maruti Suzuki Baleno Alpha Automatic,894999.0,21367,Petrol,Bangalore,2018
Mercedes-Benz C-Class 200 K AT,463000.0,76000,Petrol,Ahmedabad,2006
Mercedes-Benz C-Class C 220 CDI Avantgarde,2650000.0,30000,Diesel,Bangalore,2015
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],535000.0,41017,Petrol,Mumbai,2015
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],524000.0,58184,Petrol,Pune,2016
Maruti Suzuki Ciaz Zeta 1.4 AT,900000.0,31573,Petrol,Hyderabad,2018
Tata Nexon EV XZ Plus,1500000.0,4100,Electric,Mumbai,2022
Mahindra Quanto C8,300000.0,100000,Diesel,Thiruvallur,2012
Tata Tigor Buzz Petrol,490000.0,33100,Petrol,Ahmedabad,2018
Maruti Suzuki Dzire VXi,665000.0,19000,Petrol,Thane,2018
Honda City V,991000.0,9300,Petrol,Ahmedabad,2022
Hyundai Grand i10 Nios Sportz AMT 1.2 Kappa VTVT,733000.0,18631,Petrol,Pune,2019
Hyundai Tucson 2WD MT Diesel,761000.0,12030,Diesel,Delhi,2021
Hyundai Elite i20 Asta 1.2 (O) [2016],779000.0,9889,Petrol,Bangalore,2016
Skoda Octavia 1.8 TSI Style Plus AT [2017],1950000.0,41000,Petrol,Chennai,2019
Hyundai Verna SX Plus 1.6 CRDi AT,1025000.0,69599,Diesel,Ahmedabad,2017
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,376000.0,56322,Petrol,Delhi,2014
Hyundai Santro Xing GL Plus,265000.0,24587,Petrol,Delhi,2013
Hyundai Creta SX Plus 1.6  Petrol,975000.0,43398,Petrol,Thane,2017
BMW 3 Series 320d Highline Sedan,900000.0,40000,Diesel,Kolkata,2011
Maruti Suzuki Wagon R 1.0 LXI ABS,687000.0,18512,Petrol,Pune,2021
Maruti Suzuki Alto 800 VXi,369000.0,13046,Petrol,Kolkata,2020
Hyundai i10 1.1L iRDE Magna Special Edition,390000.0,73700,Petrol,Ahmedabad,2014
Honda WR-V VX MT Petrol,890000.0,6000,Petrol,Thane,2019
Tata Harrier XTA Plus Dark Edition,2500000.0,6861,Diesel,Hyderabad,2022
Hyundai Elite i20 Magna 1.2,465000.0,53776,Petrol,Thane,2015
Skoda Rapid Style 1.5 TDI,654000.0,61681,Diesel,Kolkata,2017
Renault Kwid RXL,351000.0,13045,Petrol,Delhi,2019
Maruti Suzuki Swift DZire ZDI,526000.0,98251,Diesel,Pune,2012
Renault Kwid CLIMBER 1.0 [2017-2019],380000.0,52778,Petrol,Hyderabad,2018
Hyundai Creta SX Plus 1.6  Petrol,911000.0,45000,Petrol,Mumbai,2016
Nissan Terrano XL (D),625000.0,72000,Diesel,Ahmedabad,2015
MG Hector Sharp 1.5 Petrol CVT,1975000.0,20999,Petrol,Bangalore,2021
Maruti Suzuki Ritz VXI BS-IV,315000.0,42000,Petrol,Thane,2012
Maruti Suzuki Vitara Brezza VXi,859000.0,72255,Petrol,Chennai,2020
Hyundai Creta 1.6 S Petrol,1002999.0,48529,Petrol,Pune,2017
Honda Jazz S Petrol,673000.0,55056,Petrol,Bangalore,2017
